BookAbbrev	Chapter:Verse	Annotation
Jb	32:12	A notorious arrogancie to hold himselfe wiser then any man, either of his owne sect, or of his ad- uersaries.
Jb	32:15	Those that neither credite Catholike Doctours, nor yet relie vpon their owne el- ders, but euery one vpon his owne priuate spirit, denie that to per- teyne to them which is spo- ken to others in the same er- rours. S.Greg.l. 23 c. 8.
Jb	33:7	Arrogant men imagine their owne conceits and vterance to be more merue- lous then other mens, not knowing how foolish their owne pride is. S. Greg. li. 23. 6.
Jb	34:5	Iob said no that God iudged wrongfully or wrongfully iudged, but God hath taken away my iudgement, cha. 27. to that is, deferred to indga my cause.
Jb	34:9	Neither did Iob say this c. v.v. 11.) but Eliu wrested his meaning, that he might haue something to reprehend. S.Greg. li. 14. c. 15.
Jb	34:30	Eliu applieth this to Iob, as though he had made false shew of vertue which he had not, and that God had suffered him hitherto to reigne, or rather to tyrannize for iust punishment of his peoples sinnes. But God at last declared that Iob was not such a one, ch. 42. v.7.
Jb	35:2	Eliu insisteth much in this calumniation: for Iob neuer said, that he was iust compared with God, nor iuster then God. But that his affliction was greater then his sinne. cha v. v. 3. c. 23. v. 7. &c.
Jb	35:5	These are strong sentences (faith S. Gregorie) but they agree not (or be euil applied) to the blessed person of Iob. li.16.
Jb	36:4	No oratour is so vaine but he promiseth al truth, & speaketh some to get creditewith his auditorie.
Jb	36:7	If Kings reigne wel their praise remaineth for euer. v. 11.
Jb	36:11	The night is drawne long, when tentations are not speedily resisted.
Jb	36:20	Aboue al other Law-giuers God is most able to punish transgressours, but most willing & most able to reward the obseruers. S. Gregorie expoundeth this to be a prophecie of Christ our singular Law-giuer. 27. c. 1.
Jb	36:29	worse & worse cogitations succeed in place of the first. S. Greg. l. 26. c. 38.
Jb	36:32	Christ wil giue the glorious light of heauen, which now is hidden to men that lost terrestrial paradise. ibidem. c. 12.
Jb	37:1	Consideration of heauenly rewards mentioned in the end of the former chapter, comforteth the afflicted: but thunder and other meteors being figures of Gods iudgement, strike the hart with terrour.
Jb	37:9	North wind, or north-pole.
Jb	37:12	God directeth the clouds in the ayre, as a master mariner gouerneth a ship.
Jb	37:15	Man not able to praise God sufficiently, prayfeth him with feare.
Jb	37:24	Iob conuinced the former three with found answers this last and most arrogant with silence.
Jb	38:2	The third part. The earth and the last dispute. God discusseth the controuerfie, and giueth sentence for Iob.
Jb	38:4	Onlie the Creatour hath absolute and perfect knowledge of al creatures.
Jb	38:32	In some Editions the 39.chap beginneth here.
Jb	39:1	Wild goats.
Jb	39:5	Wilde asses.
Jb	39:9	Vnicornes.
Jb	39:13	Ostriches.
Jb	39:19	Horsses are of singular great courago
Jb	39:26	Haukes; wherof Aristotel faith there be ten kinds: Plinie sixteen.
Jb	39:27	Eagles, at most strong-fight.
Jb	40:1	Though Iob had truly auouched that his sinnes deserued not so great afflictions, yet he ought to haue acknowledged that God afflicted him iustly, for some other cause knowne to God, but vnknowen to him: which he not confessing seemed to make Gods iudgement vniust or of none effect. S. Greg. l. 33. c. 5.
Jb	40:10	An Elephant the greatest of al beasts, of long life, strong, meeke, temperate, chast, ouercome by the Vnicorne, or Dragon, or taken by the nose & led away. How much more doth Gods prouidence giue man power to ouercome the diuel?
Jb	40:20	An huge great fish, perhaps the whale, exceeding mans power to be managed, yet is subiect as also the diuel signified therby, to Gods power, & prouidence.
Jb	41:1	God ruleth al his creatures, not with crueltie as a tyrant, but with iustice, ease, & power.
Jb	41:10	God at last destroyeth him whom man can not ouercome.
Jb	41:14	Angels with reuerent feare doe honour Gods power.
Jb	41:16	And valient mariners and other soldiers are terrified when they see this so huge a fish. Mystically, Gods preachares & perfected seruants shal naturally feare the terrour of Gods iudgement.
Jb	41:25	And the diuel reigneth ouer proud men. S. Greg. ii. 34. 6. 4. & 77.
Jb	42:1	Iob here simply acknowledged his errour in speaking so much in defence of his owne innocencie, & so litle of Gods prouidence in afflicting him, for his more merite, & Gods more glorie.
Jb	42:6	Before he defended a truth against his opposite freinds, now with more resignation he contented himselfe with his affliction.
Jb	42:7	God by his sentence condemned the errour of Iobs freinds, and iustified his assertion.
Jb	42:8	Prayers of holy men or Saints derogate not from Christ.
Jb	42:10	Iob did penaunce both for himselfe and others.
Jb	42:12	In that he had al other things double, and children in the same number as before, it is a signe that the former perished not, but died in good state.
Ps	1:1	They are happy (in hope) that decline from euil. Hebrewe stile here mentioneth first the lesse euil and the greatest last: He is most happie that hath not sat, that is, hath not settled himself in wickednes, nor finally persisted obstinat: more happie, that hath not stood, not anie notable time continued in sinne: and most happie, that hath not gone, not giuen anie consent at al to euil suggestions.
Ps	1:3	Iustice consisteth in fleeing euil and doing good: the wil desiring and diligently endeuouring to walke in the way of vertue and law of God. Which is true iustice, and right forme of good life, proposed in this Psalme, for attayning eternal beatitude.
Ps	1:4	(b) al things whatioeuer he shal doe, shal profper, g them that louc God firicerely. oe g- The impicus notio,notfesbut (2) as duft,which the winde diinechl from the face of theearth, (i) The wicked are carried with every light tentation. —
Ps	1:6	(k) Al ryfing atthe laft day , the wicked shal not rife with hope mor comfort, \but in defolation. (!) the happie congregation of thedlefled,
Ps	2:2	Kings and Princes against Christ. When Christ and his Apostles preached the Ghospel, both Iewes and Gentiles, with their Princes, Kings, and Emperours most furiously resisted, but al in vaine. For they could not hinder the wil and power of God. But the more they persecuted, the more was increased the zeale and number of Christians. Persecution cannot hinder the glorie of Christ.
Ps	2:5	_ [ (bh) fevuerelyreprehend, (3) and iuftly punish the obftinate. .
Ps	2:6	APPROVED
Ps	2:8	The Gentiles thine inheritance. By this promise of God to Christ, S. Augustine conuinced the Donatists, and in them the Protestants, that say the Church of Christ is failed and become smal or inuisible: as though Christ the Sonne of God could sometimes lose his inheritance, which is the Catholike Church, gathered of the Gentiles, and his possession extended to the ends of the earth.
Ps	2:9	Gods inflexible wil & powcr. ; ; ioAnd (q) now ” ye Kings vynderftand::” taxe inftruction you that iudge the earth. (q)-A prophecie that Kings shal be conuerted, and fubmit themfelues xo Chrifts difcipline, . ; 11, Serue our Lord in (r) feare’s and “reioyce to him with trembling. r) None is fecure before death, 1 app.chend difcipline. ({) left fomerime our Lard be-wrath, and you perish out of theiuft way, ) Some fal from the way of faluation. . ; 13 when his wrath (t) shal burne in short time, bleffed are al that trufi inhim, (1) God wil indge iuftly in the end-of this shortlife both the euil and good, So this Pfalme conclude.h with the ainth key. ANNOTATIONS, PSALME,-II.- 7 2.Rings and Princes againft C brift, Whé Chrift,and his Apoftles preached the Ghiof= pel ,both Iewcs and Gentiles , with their Princes, Kings , and Emperours moft fu- riottly refitted, but al in vaine.For they could not hinder the wil and power of God; pau the more they perfecuted, the more was increafed the zeale and number of: riftians.
Ps	3:1	Pfalme of Dauid. All Interpreters agreeably teach that King Dauid made not the titles of the Psalmes. Neuerthelesse they are authentical, as indited by the Holie Ghost. The third Psalme is called the Psalme of Dauid, not because he is the onely authour thereof, for he is also authour of the former, where his name is not expressed, but because it treateth particularly and literally of him.
Ps	3:4	(g) my head, (e) But I auouchthat God abwaies defendcth me , ( f) gining me vidtorie, (2) & {confirming my Kingdome.
Ps	3:5	(b) holie hil, (bh) heauen.
Ps	3:6	(i) lay downe (k:) and refted in expectation of thy helpe. (1) And amdeline- jred. Chrift dyed,was buried, & sofe aguinc,
Ps	3:8	(n) teeth of finners, ~(n) The ftrength and furic, g Saluation (9) 1s our Lords : and thy ( p ) bleffing vpon thy people, (0) health and faftte comineth from God. (p)Aboundance of grace promifed to Gods feruants, ANNO.  iPfat, 4. ‘6.8.15 16.&c. OF PSALMES. ANNOTATIONS. PSALME, III. 4 1 q q fj ‘ted bv the HolieGhoft. And itis moft probable Efdras added thofe titles which are lin the Hebrw’: and the Scuentic interpreters writshe other,incheis Grecke Edicion. Both which S. [erome tranflated iato Latin. . . In thefe titles fize things may be noted. Firft, the fotmertwo hauing no title at al, the general nameof Pfalme,common to al, is particalarly appropriated zo fome,' 'and other names to others. Which in al are rwelue : to wit ; Pfaline »Fnfer iptioa, Praver, Canticle, Pfalme of Canticle , Canticle of Pfalme , Hymne, Teftimontie, Vuderftanding, Praife of Canticle, Aiteluia , & Gradual Canticle. Secondly;ia the titles of fome Pfalmes are the names of eesraine perfous , which by. Augaftins judgement, citcdin the Proemial Annotations, and others, prouethnot the fame perfors to be authours of thofe Pfaimes, bux fignifeth fome other thing. Thirdly ,in fome titles the time is fignified , when the Pfaime was made,orfong. Fourthly, th matter conteyned in the Pfalme , or: vpon what occaficn it was madc, is exprfied ia fome titles. Fiftly ,diuérs other termes are ofcen vfed in the titles of fimdrie Pfalmes, {as To the end, For she OGaus ,.For preffes, and zhe like, al-which'we shal briefly expii-t care, Where they firft occurre. . Firft therfore this third Pfalme is called th: P/aime of Dauid , not -becaufe he is aurhour therof , for he is alfo auchour of the former, where his naine1s not expref- fed, as is euident by the tcftimonie of al the Apoftles, 48. 4.¥. 25. but becaufe it treareth particularly and licerally of him. - ; . oe 1. When he fied fiom the face of Absalom, ) Here the time ts fignified,when this Pfal- me was madz,to wit, immediately after the ouerthrow of his rebellious fonne. Ab- falom,mentiored 1. Reg. 1%. before his returneto Ierufalem. For albeit of humane, natural , and fatherliz affe@ion . he greatly lamented the death of his fonne, yer he rendred thankes and praifes taGod, as reafon and dutie bound him. ;
Ps	4:2	and heare my prayer, (c) When Saul vniuftly perfeeuted iuft Dauid,God heard his prayers. (d) being iftraitly befieged ( 1. Reg. 23.26.) (ce) Likewife hclpe me whenfoeuer I-shalheede.
Ps	4:3	your-harts 2 (g ) honour, and tganfitorie glorie , (h) falfe and deceiptful riches?
Ps	4:4	Rich with vertues. (/) Euerie iuft-foule hath conf- dence in God, that he wil heare his cric. s- Beye (m) angrie,and (m) finne not : thethings that you fay in (0) uelous : your harts, in your (p) chambers be ye forie for. (m) Iuft anger is cood & neceflarie againft finne.’(n) butthen is moft needeto beware not roexceede in pafsion. haue therfore a continual purpofe neuer to fine. (0) Euil cogitations (p) bewaile & repent before you fleepe.
Ps	4:5	Iust anger is good and necessarie against sinne, but then is most need to beware not to exceede in passion. Haue therefore a continual purpose neuer to sinne. Euil cogitations: bewaile and repent before you sleepe.
Ps	4:6	Not only external but most especially internal sacrifice of iustice and obseruation of Gods commandements is most necessarie. The solide rewards are promised by God.
Ps	4:7	(f) reafon and grace are freely given toman,wherby he may know that God wil reward the iuft. Heb, 11. ¥, 6. (1) Wherin a iuft man inwardly reioyeeth.
Ps	5:5	Not a God that wil iniquity: Seeing God wil not iniquity as these words testify in plaine termes, it followeth necessarily that he is not authour nor cause of anie sinne. For God doth nothing contrarie to his owne wil. But he hateth iniquity, and in respect thereof hateth al that worke iniquities, as the authours of iniquity; though he loueth them as his creatures, and of his part requireth their saluation.
